ID_Viaje,ID_Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,ID_Tipo_Transporte,ID_Region,Dia_Semana,Mes,Día,Hora
236,8,63,401,84,3,6,Sunday,1,1,3
237,9,17,147,30,3,1,Sunday,1,1,3
238,4,37,332,80,2,7,Sunday,1,1,3
239,2,80,35,71,3,1,Sunday,1,1,3
240,7,22,703,23,1,6,Sunday,1,1,3
241,3,51,472,67,2,5,Sunday,1,1,4
242,3,40,587,44,2,7,Sunday,1,1,4
243,9,22,146,86,4,5,Sunday,1,1,4
244,6,44,689,101,2,4,Sunday,1,1,4
245,5,59,417,1,4,2,Sunday,1,1,4
246,3,80,211,87,4,2,Sunday,1,1,4
247,6,31,457,46,1,6,Sunday,1,1,4
248,3,49,457,25,4,4,Sunday,1,1,4
249,6,61,127,82,1,5,Sunday,1,1,4
250,5,18,148,91,1,6,Sunday,1,1,4
251,10,41,571,70,1,1,Sunday,1,1,4
252,3,12,18,46,3,2,Sunday,1,1,4
253,4,73,493,79,2,2,Sunday,1,1,4
254,7,30,462,95,3,4,Sunday,1,1,4
255,6,86,293,2,2,6,Sunday,1,1,4
256,7,45,132,53,2,5,Sunday,1,1,4
257,1,19,400,82,4,6,Sunday,1,1,4
258,1,27,659,61,3,1,Sunday,1,1,4
259,5,10,64,82,3,6,Sunday,1,1,4
260,6,40,338,86,2,1,Sunday,1,1,4
261,8,35,382,108,4,4,Sunday,1,1,4
262,1,89,110,45,1,6,Sunday,1,1,4
263,5,47,606,87,2,2,Sunday,1,1,4
264,1,64,498,72,1,3,Sunday,1,1,4
265,1,85,205,94,1,7,Sunday,1,1,4
266,8,52,171,49,3,4,Sunday,1,1,4
267,3,52,426,80,1,1,Sunday,1,1,4
268,9,60,412,12,2,7,Sunday,1,1,4
269,10,69,580,86,3,2,Sunday,1,1,4
270,1,67,584,29,4,4,Sunday,1,1,4
271,1,69,719,47,4,7,Sunday,1,1,4
272,4,85,116,90,2,5,Sunday,1,1,4
273,10,14,435,66,2,6,Sunday,1,1,4
274,8,51,695,25,2,6,Sunday,1,1,4
275,7,11,373,81,2,7,Sunday,1,1,4
276,6,69,452,47,4,2,Sunday,1,1,4
277,1,21,354,95,1,3,Sunday,1,1,4
278,9,23,444,16,4,7,Sunday,1,1,4
279,6,56,520,7,1,5,Sunday,1,1,4
280,10,63,31,93,1,1,Sunday,1,1,4
281,6,44,30,102,1,3,Sunday,1,1,4
282,3,56,185,18,2,1,Sunday,1,1,4
283,1,26,209,20,3,1,Sunday,1,1,4
284,6,12,188,53,3,1,Sunday,1,1,4
285,7,82,83,108,3,4,Sunday,1,1,4
286,7,69,642,49,2,7,Sunday,1,1,4
287,1,80,23,89,2,6,Sunday,1,1,4
288,2,73,696,55,2,2,Sunday,1,1,4
289,7,93,324,8,1,7,Sunday,1,1,4
290,6,70,228,15,3,6,Sunday,1,1,4
291,5,85,52,1,2,3,Sunday,1,1,4
292,7,16,707,56,2,3,Sunday,1,1,4
293,10,71,472,117,2,4,Sunday,1,1,4
294,2,38,569,47,3,2,Sunday,1,1,4
295,6,27,665,86,4,3,Sunday,1,1,4
296,8,11,698,6,1,6,Sunday,1,1,4
297,4,57,404,67,1,4,Sunday,1,1,4
298,8,20,534,33,1,5,Sunday,1,1,4
299,3,35,169,88,4,2,Sunday,1,1,4
300,4,28,221,2,3,6,Sunday,1,1,4
302,4,93,366,99,3,7,Sunday,1,1,5
303,4,97,319,24,3,6,Sunday,1,1,5
304,5,22,33,4,2,4,Sunday,1,1,5
305,9,15,406,68,1,6,Sunday,1,1,5
306,10,49,238,93,2,4,Sunday,1,1,5
307,8,46,429,10,4,6,Sunday,1,1,5
308,7,74,65,38,4,7,Sunday,1,1,5
309,6,61,592,66,2,6,Sunday,1,1,5
310,2,11,52,14,1,6,Sunday,1,1,5
311,10,50,198,90,2,4,Sunday,1,1,5
312,3,71,265,66,1,7,Sunday,1,1,5
313,5,39,636,98,2,5,Sunday,1,1,5
314,3,97,370,62,3,3,Sunday,1,1,5
315,9,47,298,110,4,7,Sunday,1,1,5
316,2,39,676,3,3,1,Sunday,1,1,5
317,5,18,249,83,1,4,Sunday,1,1,5
318,3,25,494,78,2,1,Sunday,1,1,5
319,9,44,28,68,1,2,Sunday,1,1,5
320,6,85,152,25,3,3,Sunday,1,1,5
321,6,85,516,65,3,5,Sunday,1,1,5
322,3,60,589,40,3,2,Sunday,1,1,5
323,10,18,375,8,2,6,Sunday,1,1,5
324,2,38,684,111,1,5,Sunday,1,1,5
325,1,60,252,53,2,2,Sunday,1,1,5
326,10,94,371,70,2,5,Sunday,1,1,5
327,6,26,165,1,1,5,Sunday,1,1,5
328,2,42,149,84,4,1,Sunday,1,1,5
329,9,43,437,51,3,5,Sunday,1,1,5
330,5,99,66,69,4,2,Sunday,1,1,5
331,4,27,457,111,2,5,Sunday,1,1,5
332,3,98,388,17,3,7,Sunday,1,1,5
333,8,61,422,16,2,2,Sunday,1,1,5
334,2,60,284,111,3,7,Sunday,1,1,5
335,7,59,182,77,3,6,Sunday,1,1,5
336,9,57,655,91,3,7,Sunday,1,1,5
337,1,54,312,21,4,7,Sunday,1,1,5
338,4,88,226,15,2,3,Sunday,1,1,5
339,7,75,253,4,1,1,Sunday,1,1,5
340,1,96,706,109,3,7,Sunday,1,1,5
341,8,54,639,59,3,1,Sunday,1,1,5
342,6,79,626,66,4,5,Sunday,1,1,5
343,10,28,282,55,1,4,Sunday,1,1,5
344,3,43,558,78,4,7,Sunday,1,1,5
345,5,46,669,33,2,6,Sunday,1,1,5
346,1,68,279,67,1,5,Sunday,1,1,5
347,4,55,87,41,3,2,Sunday,1,1,5
348,2,72,658,44,2,2,Sunday,1,1,5
349,6,96,488,29,2,3,Sunday,1,1,5
350,2,88,294,118,2,4,Sunday,1,1,5
351,4,11,171,80,4,4,Sunday,1,1,5
352,2,47,209,116,4,6,Sunday,1,1,5
353,1,98,643,67,3,4,Sunday,1,1,5
354,9,81,28,48,2,4,Sunday,1,1,5
355,2,69,383,109,2,3,Sunday,1,1,5
356,10,84,540,58,1,4,Sunday,1,1,5
357,8,38,212,3,2,1,Sunday,1,1,5
358,5,69,20,116,3,6,Sunday,1,1,5
359,1,78,354,84,3,7,Sunday,1,1,5
360,7,46,282,38,3,4,Sunday,1,1,5
361,4,93,710,79,4,6,Sunday,1,1,6
362,6,21,626,96,2,1,Sunday,1,1,6
363,1,89,109,99,3,5,Sunday,1,1,6
364,9,94,681,110,1,4,Sunday,1,1,6
365,6,46,645,68,3,5,Sunday,1,1,6
366,10,67,221,109,1,6,Sunday,1,1,6
367,4,64,563,87,3,4,Sunday,1,1,6
368,6,30,66,16,3,6,Sunday,1,1,6
369,2,17,131,100,2,1,Sunday,1,1,6
370,1,30,672,24,3,4,Sunday,1,1,6
371,8,76,509,114,2,7,Sunday,1,1,6
372,4,68,119,64,3,2,Sunday,1,1,6
373,3,56,105,8,4,4,Sunday,1,1,6
374,10,94,150,72,2,4,Sunday,1,1,6
375,5,41,355,93,1,7,Sunday,1,1,6
376,4,67,91,112,4,2,Sunday,1,1,6
377,9,35,117,32,4,3,Sunday,1,1,6
378,1,22,447,112,1,7,Sunday,1,1,6
379,2,24,20,101,1,6,Sunday,1,1,6
380,5,11,280,39,3,6,Sunday,1,1,6
381,5,42,175,19,2,5,Sunday,1,1,6
382,10,73,621,89,3,4,Sunday,1,1,6
383,6,40,687,97,2,2,Sunday,1,1,6
384,9,74,26,114,2,1,Sunday,1,1,6
385,6,88,202,21,2,1,Sunday,1,1,6
386,2,63,608,53,3,2,Sunday,1,1,6
387,5,24,33,32,2,3,Sunday,1,1,6
388,9,93,630,84,2,7,Sunday,1,1,6
389,9,61,325,93,4,7,Sunday,1,1,6
390,7,80,139,13,2,6,Sunday,1,1,6
391,1,52,129,50,2,7,Sunday,1,1,6
392,5,21,479,60,3,4,Sunday,1,1,6
393,5,86,226,112,4,1,Sunday,1,1,6
394,9,14,451,97,1,7,Sunday,1,1,6
395,6,15,35,40,3,3,Sunday,1,1,6
396,5,14,301,111,2,1,Sunday,1,1,6
397,9,71,510,115,1,4,Sunday,1,1,6
398,5,54,684,92,4,6,Sunday,1,1,6
399,9,48,459,73,2,3,Sunday,1,1,6
400,7,79,119,101,3,5,Sunday,1,1,6
402,9,84,141,28,3,7,Sunday,1,1,6
403,5,25,448,79,2,5,Sunday,1,1,6
404,2,76,510,57,4,6,Sunday,1,1,6
405,1,95,136,46,2,4,Sunday,1,1,6
406,7,41,426,89,3,3,Sunday,1,1,6
407,9,34,510,114,1,2,Sunday,1,1,6
408,2,91,167,51,2,5,Sunday,1,1,6
409,9,92,131,65,3,5,Sunday,1,1,6
410,6,44,588,78,1,6,Sunday,1,1,6
411,5,55,224,16,1,3,Sunday,1,1,6
412,4,73,479,10,3,6,Sunday,1,1,6
413,10,63,471,21,3,6,Sunday,1,1,6
414,8,36,120,93,2,3,Sunday,1,1,6
415,6,91,387,117,4,2,Sunday,1,1,6
416,2,22,667,99,4,4,Sunday,1,1,6
417,6,40,173,20,4,1,Sunday,1,1,6
418,3,76,314,1,3,1,Sunday,1,1,6
419,9,40,251,75,2,1,Sunday,1,1,6
420,9,97,462,117,4,3,Sunday,1,1,6
421,8,71,61,37,1,2,Sunday,1,1,7
422,8,46,653,76,4,2,Sunday,1,1,7
423,3,31,513,76,1,3,Sunday,1,1,7
424,5,54,388,75,2,4,Sunday,1,1,7
425,10,24,340,38,4,2,Sunday,1,1,7
426,4,71,127,101,3,4,Sunday,1,1,7
427,4,87,167,107,3,6,Sunday,1,1,7
428,7,57,334,88,4,2,Sunday,1,1,7
429,7,24,661,7,1,2,Sunday,1,1,7
430,5,38,152,23,2,1,Sunday,1,1,7
431,7,35,318,22,1,3,Sunday,1,1,7
432,7,31,390,58,4,5,Sunday,1,1,7
433,3,13,539,2,3,2,Sunday,1,1,7
434,3,42,247,96,3,2,Sunday,1,1,7
435,7,66,465,16,2,4,Sunday,1,1,7
436,6,78,417,88,4,3,Sunday,1,1,7
437,1,37,241,17,2,5,Sunday,1,1,7
438,1,44,469,49,3,1,Sunday,1,1,7
439,5,51,431,37,2,2,Sunday,1,1,7
440,4,41,277,9,2,6,Sunday,1,1,7
441,8,55,136,84,2,7,Sunday,1,1,7
442,5,33,463,48,1,3,Sunday,1,1,7
443,7,82,106,30,1,5,Sunday,1,1,7
444,3,57,350,27,4,7,Sunday,1,1,7
445,9,63,705,75,4,2,Sunday,1,1,7
446,6,27,551,11,2,4,Sunday,1,1,7
447,2,20,359,95,3,2,Sunday,1,1,7
448,3,31,103,51,1,1,Sunday,1,1,7
449,1,96,21,23,3,5,Sunday,1,1,7
450,3,86,508,88,2,6,Sunday,1,1,7
451,6,67,366.884,69,1,2,Sunday,1,1,7
452,8,83,70,76,3,5,Sunday,1,1,7
453,7,52,523,107,1,3,Sunday,1,1,7
454,9,15,112,64,4,2,Sunday,1,1,7
455,1,94,718,36,2,5,Sunday,1,1,7
456,1,44,284,5,4,7,Sunday,1,1,7
457,10,12,580,110,4,6,Sunday,1,1,7
458,4,94,118,41,2,6,Sunday,1,1,7
459,8,93,231,84,4,4,Sunday,1,1,7
460,1,52,515,1,4,5,Sunday,1,1,7
461,4,43,592,106,2,4,Sunday,1,1,7
462,1,12,22,32,4,4,Sunday,1,1,7
463,7,54,489,46,4,5,Sunday,1,1,7
464,4,54,334,96,2,3,Sunday,1,1,7
465,6,46,500,62,1,5,Sunday,1,1,7
466,10,62,387,8,4,5,Sunday,1,1,7
467,7,14,209,32,1,1,Sunday,1,1,7
468,6,59,53,57,2,6,Sunday,1,1,7
469,9,84,213,30,4,5,Sunday,1,1,7
470,8,73,414,91,2,5,Sunday,1,1,7
471,8,26,673,58,2,4,Sunday,1,1,7
472,2,13,203,41,1,3,Sunday,1,1,7
473,2,17,225,59,2,7,Sunday,1,1,7
474,4,50,33,85,2,6,Sunday,1,1,7
475,8,31,580,58,3,5,Sunday,1,1,7
476,4,36,336,49,2,3,Sunday,1,1,7
477,2,67,160,13,3,7,Sunday,1,1,7
478,9,15,277,2,4,5,Sunday,1,1,7
479,1,40,475,76,3,6,Sunday,1,1,7
480,6,68,689,75,1,7,Sunday,1,1,7
481,3,13,449,90,1,1,Sunday,1,1,8
482,4,56,676,14,1,7,Sunday,1,1,8
483,9,52,378,38,1,2,Sunday,1,1,8
484,6,69,632,3,1,5,Sunday,1,1,8
485,8,37,408,48,2,3,Sunday,1,1,8
486,1,98,44,61,4,5,Sunday,1,1,8
487,6,72,703,15,2,2,Sunday,1,1,8
488,10,26,493,38,3,7,Sunday,1,1,8
489,2,59,609,42,1,4,Sunday,1,1,8
490,6,26,428,94,2,2,Sunday,1,1,8
491,3,19,120,62,4,1,Sunday,1,1,8
492,9,57,208,41,3,7,Sunday,1,1,8
493,1,31,620,66,4,2,Sunday,1,1,8
494,7,73,75,17,3,6,Sunday,1,1,8
495,6,39,179,52,3,4,Sunday,1,1,8
496,5,29,486,3,3,5,Sunday,1,1,8
497,3,23,360,57,1,6,Sunday,1,1,8
498,3,24,596,82,2,4,Sunday,1,1,8
499,5,52,225,93,4,3,Sunday,1,1,8
500,10,66,528,19,1,4,Sunday,1,1,8
502,2,62,541,90,1,5,Sunday,1,1,8
503,9,49,211,98,3,3,Sunday,1,1,8
504,1,32,62,10,2,6,Sunday,1,1,8
505,9,87,477,87,3,6,Sunday,1,1,8
506,7,31,478,94,2,3,Sunday,1,1,8
507,9,81,428,45,1,1,Sunday,1,1,8
508,5,40,178,32,3,2,Sunday,1,1,8
509,3,25,144,89,1,4,Sunday,1,1,8
510,9,63,415,110,3,4,Sunday,1,1,8
511,4,33,181,26,2,1,Sunday,1,1,8
512,6,30,402,106,2,7,Sunday,1,1,8
513,7,81,114,18,2,2,Sunday,1,1,8
514,10,91,29,60,1,7,Sunday,1,1,8
515,4,47,172,77,3,2,Sunday,1,1,8
516,5,79,348,27,3,2,Sunday,1,1,8
517,8,23,488,55,3,7,Sunday,1,1,8
518,5,39,548,0,2,3,Sunday,1,1,8
519,10,87,615,75,2,6,Sunday,1,1,8
520,10,16,23,115,4,1,Sunday,1,1,8
521,4,13,222,35,4,4,Sunday,1,1,8
522,6,92,19,91,1,2,Sunday,1,1,8
523,7,34,211,4,2,4,Sunday,1,1,8
524,2,34,580,111,4,7,Sunday,1,1,8
525,3,28,547,101,4,6,Sunday,1,1,8
526,4,39,617,48,2,6,Sunday,1,1,8
527,10,52,456,85,4,5,Sunday,1,1,8
528,8,24,294,32,4,1,Sunday,1,1,8
529,1,57,380,102,2,5,Sunday,1,1,8
530,10,38,252,98,4,7,Sunday,1,1,8
531,6,42,677,14,4,1,Sunday,1,1,8
532,6,48,16,49,2,7,Sunday,1,1,8
533,10,49,500,63,1,7,Sunday,1,1,8
534,6,32,528,74,3,7,Sunday,1,1,8
535,4,96,393,49,2,7,Sunday,1,1,8
536,10,71,128,24,1,2,Sunday,1,1,8
537,10,52,66,65,3,1,Sunday,1,1,8
538,7,73,447,41,1,2,Sunday,1,1,8
539,3,51,678,78,4,6,Sunday,1,1,8
540,8,61,313,52,2,3,Sunday,1,1,8
541,6,89,144,46,1,1,Sunday,1,1,9
542,7,42,454,80,3,2,Sunday,1,1,9
543,2,19,623,42,4,7,Sunday,1,1,9
544,2,29,185,51,3,3,Sunday,1,1,9
545,9,72,377,46,1,3,Sunday,1,1,9
546,4,13,254,18,4,2,Sunday,1,1,9
547,4,93,563,73,4,4,Sunday,1,1,9
548,5,24,347,32,4,5,Sunday,1,1,9
549,8,24,569,74,3,1,Sunday,1,1,9
550,10,72,179,34,2,6,Sunday,1,1,9
551,6,56,269,25,4,1,Sunday,1,1,9
552,8,26,226,3,4,2,Sunday,1,1,9
553,9,93,591,112,3,2,Sunday,1,1,9
554,5,58,486,105,3,7,Sunday,1,1,9
555,7,26,500,40,1,2,Sunday,1,1,9
556,8,21,718,117,1,5,Sunday,1,1,9
557,7,20,319,87,1,7,Sunday,1,1,9
558,2,35,290,53,3,4,Sunday,1,1,9
